date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:36	227/227	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Mar%202021%2009:47:34%20GMT	https://martharbour.com/collections/all/products/deepaowill-drone-4k-hd-dual-camera-visual-positioning-1080p-wifi-fpv-drone-height-preservation-rc-quadcopter-s62-pro-drones-toys	C:/Users/Sashera/Desktop/white/web/other/deepaowill-drone-4k-hd-dual-camera-visual-positioning-1080p-wifi-fpv-drone-height-preservation-rc-quadcopter-s62-pro-drones-toys	(from https://martharbour.com/collections/all)
13:47:38	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:47:37%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1628311460_{width}x.jpg?v=1616432953	C:/Users/Sashera/Desktop/white/web/delayed/product-image-1628311460_{width}x.29adfd.delayed	(from https://martharbour.com/collections/all)
13:47:38	53911/53911	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Mar%202021%2009:47:34%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1704560273_345x345@2x.jpg?v=1616432708	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1704560273_345x345@2x7450.jpg	(from https://martharbour.com/collections/all)
13:47:39	210967/210967	---MCZ	200	added ('OK')	text/html	etag:cacheable:74d29bb65701b765f684eb3132b815ae	https://martharbour.com/products/deepaowill-drone-4k-hd-dual-camera-visual-positioning-1080p-wifi-fpv-drone-height-preservation-rc-quadcopter-s62-pro-drones-toys	C:/Users/Sashera/Desktop/white/web/deepaowill-drone-4k-hd-dual-camera-visual-positioning-1080p-wifi-fpv-drone-height-preservation-rc-quadcopter-s62-pro-drones-toys.html	(from https://martharbour.com/collections/all)
13:47:40	225/225	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Mar%202021%2009:47:40%20GMT	https://martharbour.com/collections/all/products/mini-drone-4k-professional-hd-fpv-rc-dron-quadcopter-with-no-1080p-4k-camera-ufo-drones-flying-toys-for-boys-teens-child-drone	C:/Users/Sashera/Desktop/white/web/other/mini-drone-4k-professional-hd-fpv-rc-dron-quadcopter-with-no-1080p-4k-camera-ufo-drones-flying-toys-for-boys-teens-child-drone	(from https://martharbour.com/collections/all)
13:47:41	47929/47929	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Mar%202021%2009:47:38%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1628311460_345x345@2x.jpg?v=1616432953	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1628311460_345x345@2xadfd.jpg	(from https://martharbour.com/collections/all)
13:47:43	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:47:42%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1691493998_{width}x.jpg?v=1616435203	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1691493998_{width}xe118.jpg	(from https://martharbour.com/collections/all)
13:47:44	193147/193147	---MCZ	200	added ('OK')	text/html	etag:cacheable:9e47e974e76105110ef61949d1277b7d	https://martharbour.com/products/mini-drone-4k-professional-hd-fpv-rc-dron-quadcopter-with-no-1080p-4k-camera-ufo-drones-flying-toys-for-boys-teens-child-drone	C:/Users/Sashera/Desktop/white/web/mini-drone-4k-professional-hd-fpv-rc-dron-quadcopter-with-no-1080p-4k-camera-ufo-drones-flying-toys-for-boys-teens-child-drone.html	(from https://martharbour.com/collections/all)
13:47:45	227/227	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Mar%202021%2009:47:44%20GMT	https://martharbour.com/collections/all/products/nyr-2020-new-mini-rc-drone-xt6-4k-1080p-hd-dual-camera-wifi-fpv-air-pressure-altitude-hold-foldable-quadcopter-dron-for-boy-toys	C:/Users/Sashera/Desktop/white/web/other/nyr-2020-new-mini-rc-drone-xt6-4k-1080p-hd-dual-camera-wifi-fpv-air-pressure-altitude-hold-foldable-quadcopter-dron-for-boy-toys	(from https://martharbour.com/collections/all)
13:47:46	43891/43891	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Mar%202021%2009:47:43%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1691493998_345x345@2x.jpg?v=1616435203	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1691493998_345x345@2xe118.jpg	(from https://martharbour.com/collections/all)
13:47:46	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:47:46%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1696890579_{width}x.jpg?v=1616434467	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1696890579_{width}x3bd1.jpg	(from https://martharbour.com/collections/all)
13:47:47	191268/191268	---MCZ	200	added ('OK')	text/html	etag:cacheable:16cb139cb2c39b83d3bb882ec0e739da	https://martharbour.com/products/nyr-2020-new-mini-rc-drone-xt6-4k-1080p-hd-dual-camera-wifi-fpv-air-pressure-altitude-hold-foldable-quadcopter-dron-for-boy-toys	C:/Users/Sashera/Desktop/white/web/nyr-2020-new-mini-rc-drone-xt6-4k-1080p-hd-dual-camera-wifi-fpv-air-pressure-altitude-hold-foldable-quadcopter-dron-for-boy-toys.html	(from https://martharbour.com/collections/all)
13:47:49	224/224	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Mar%202021%2009:47:47%20GMT	https://martharbour.com/collections/all/products/2021new-s68-pro-drone-4k-hd-wide-angle-camera-wifi-fpv-drone-height-keeping-with-camera-mini-drone-video-live-rc-quadcopter-2	C:/Users/Sashera/Desktop/white/web/other/2021new-s68-pro-drone-4k-hd-wide-angle-camera-wifi-fpv-drone-height-keeping-with-camera-mini-drone-video-live-rc-quadcopter-2	(from https://martharbour.com/collections/all)
13:47:49	46876/46876	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Mar%202021%2009:47:46%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1696890579_345x345@2x.jpg?v=1616434467	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1696890579_345x345@2x3bd1.jpg	(from https://martharbour.com/collections/all)
13:47:50	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:47:49%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1704560280_8cdefd63-c09a-4bfa-ac3d-fff804d08350_{width}x.jpg?v=1616434201	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1704560280_8cdefd63-c09a-4bfa-ac3d-fff804d08350_{width}xff0c.jpg	(from https://martharbour.com/collections/all)
13:47:51	128501/128501	---MCZ	200	added ('OK')	text/html	etag:cacheable:17bcc4f0dfddc2ac8bba688e0acce93c	https://martharbour.com/products/2021new-s68-pro-drone-4k-hd-wide-angle-camera-wifi-fpv-drone-height-keeping-with-camera-mini-drone-video-live-rc-quadcopter-2	C:/Users/Sashera/Desktop/white/web/2021new-s68-pro-drone-4k-hd-wide-angle-camera-wifi-fpv-drone-height-keeping-with-camera-mini-drone-video-live-rc-quadcopter-2.html	(from https://martharbour.com/collections/all)
13:47:53	61354/61354	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:f87949584fec3031401086deee344c32	https://martharbour.com/pages/POST	C:/Users/Sashera/Desktop/white/web/other/post	(from https://martharbour.com/pages/about-us)
13:47:54	51022/51022	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Mar%202021%2009:47:50%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1704560280_8cdefd63-c09a-4bfa-ac3d-fff804d08350_345x345@2x.jpg?v=1616434201	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1704560280_8cdefd63-c09a-4bfa-ac3d-fff804d08350_345x345@2xff0c.jpg	(from https://martharbour.com/collections/all)
13:47:55	2095/2095	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/themes_support/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	C:/Users/Sashera/Desktop/white/web/js/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	(from https://martharbour.com/account/login)
13:47:56	61781/61781	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:ed7fbf7361fdbea590b708764ebf9a5e	https://martharbour.com/account/POST	C:/Users/Sashera/Desktop/white/web/other/post	(from https://martharbour.com/account/login)
13:47:58	602/602	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Feb%202021%2016:32:49%20GMT	http://cdn.shopify.com/s/global/search.css	C:/Users/Sashera/Desktop/white/web/css/search.css	(from https://martharbour.com/search)
13:48:00	62910/62910	---MCZ	200	added ('OK')	text/html	etag:cacheable:4a675857eb4312aa586cbf465d25b573	https://martharbour.com/account/register	C:/Users/Sashera/Desktop/white/web/register.html	(from https://martharbour.com/account/login)
13:48:00	151/151	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20Oct%202020%2015:50:09%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	C:/Users/Sashera/Desktop/white/web/css/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	(from https://martharbour.com/policies/terms-of-service)
13:48:01	61354/61354	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:f87949584fec3031401086deee344c32	https://martharbour.com/policies/POST	C:/Users/Sashera/Desktop/white/web/other/post	(from https://martharbour.com/policies/terms-of-service)
13:48:03	8137/8137	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:4a80e3b5b207c18fdb4e6b24d590482c	https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy.oembed	C:/Users/Sashera/Desktop/white/web/oembed/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy.oembed	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:04	61354/61354	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:f87949584fec3031401086deee344c32	https://martharbour.com/products/POST	C:/Users/Sashera/Desktop/white/web/other/post	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:05	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:04%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652540_{width}x.jpg?v=1616434969	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652540_{width}x0e01.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:05	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:05%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652537_{width}x.jpg?v=1616434969	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652537_{width}x0e01.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:05	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:05%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652538_{width}x.jpg?v=1616434969	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652538_{width}x0e01.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:06	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:05%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652549_{width}x.jpg?v=1616434969	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652549_{width}x0e01.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:06	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:06%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652543_{width}x.jpg?v=1616434969	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652543_{width}x0e01.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:07	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:06%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652560_{width}x.jpg?v=1616434970	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652560_{width}x8591.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
13:48:07	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Mar%202021%2009:48:07%20GMT	http://cdn.shopify.com/s/files/1/0553/9178/1050/products/product-image-1686652546_{width}x.jpg?v=1616434970	C:/Users/Sashera/Desktop/white/web/jpg/product-image-1686652546_{width}x8591.jpg	(from https://martharbour.com/products/2021-new-drone-4k-1080p-hd-camera-wifi-fpv-air-pressure-altitude-keep-black-and-gray-folding-quadcopter-professional-rc-dron-toy)
